|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
775| stock rise| Colin||||||||| 0.52||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 29, 2015 at 10:05AM|Wed 29 Apr 2015 14:05:11 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 185.34| price||||||| name value = Illumina, Inc.|
776|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 15:18:34 GMT +0|||||Swann - 8-Channel, 8-Camera Indoor/Outdoor High-Definition NVR Surveillance System - White|||$1349.99|USD|||||||product name|
777| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 29, 2015 at 12:28PM|Wed 29 Apr 2015 16:28:38 GMT +0|||| http://ift.tt/1mQUBGM|| 0.69| percent change| 183.1| price||||||| name value = Illumina, Inc.|
778|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 16:29:22 GMT +0|||||April 29, 2015 at 09:52AM|||||||||||time|
779|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 18:03:14 GMT +0|||||April 29, 2015 at 11:27AM|||||||||||time|
780| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 29, 2015 at 03:01PM|Wed 29 Apr 2015 19:02:01 GMT +0|||| http://ift.tt/Ja6u9Z|72|||54| low fahrenheit|58| current fahrenheit| Sunny| condition| 5| wind speed| high fahrenheit|
781|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 19:39:25 GMT +0|||||April 29, 2015 at 01:05PM|||||||||||time|
782|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:40 GMT +0|||||Swann - Alarm Starter Kit - White|||$299.99|USD|||||||product name|
783|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:42 GMT +0|||||Swann - EnergyWise Kit - White/Gray|||$599.99|USD|||||||product name|
784|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:44 GMT +0|||||Swann - Smart Alarm Security and Video Monitoring Kit - White|||$399.99|USD|||||||product name|
785|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:46 GMT +0|||||Swann - SwannOne Indoor Siren - White|||$109.99|USD|||||||product name|
786|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:48 GMT +0|||||Swann - SwannOne Key Fob - White|||$24.99|USD|||||||product name|
787|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:50 GMT +0|||||Swann - SwannOne Motion Sensor - White|||$34.99|USD|||||||product name|
788|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:52 GMT +0|||||Swann - SwannOne Motion Sensors (2-Pack) - White|||$64.99|USD|||||||product name|
789|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:47:54 GMT +0|||||Swann - SwannOne Outdoor Siren - White|||$99.99|USD|||||||product name|
790|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:48:00 GMT +0|||||Swann - SwannOne Smart Plug - White|||$64.99|USD|||||||product name|
791|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Wed 29 Apr 2015 19:48:02 GMT +0|||||Swann - SwannOne SoundView Indoor Wireless High-Definition Security Camera - White|||$149.99|USD|||||||product name|
792| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Wed 29 Apr 2015 20:41:16 GMT +0|||| http://ift.tt/Ja6u9Z| 65||||||||||| fahrenheit|
793|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 21:13:50 GMT +0|||||April 29, 2015 at 02:43PM|||||||||||time|
794|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 22:52:47 GMT +0|||||April 29, 2015 at 04:19PM|||||||||||time|
795|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 00:40:15 GMT +0|||||April 29, 2015 at 05:56PM|||||||||||time|
796|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 02:15:40 GMT +0|||||April 29, 2015 at 07:34PM|||||||||||time|
797| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Thu 30 Apr 2015 03:03:22 GMT +0|||| http://ift.tt/Ja6u9Z| April 29, 2015 at 10:55PM||||||||||| time|
798| weather clear| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Thu 30 Apr 2015 03:19:23 GMT +0|||| http://ift.tt/Ja6u9Z| 58||| Fair| weather||||||| fahrenheit|
799| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 30, 2015 at 10:24AM|Thu 30 Apr 2015 14:24:52 GMT +0|||| http://ift.tt/1mQUBGM|| 0.6| percent change| 185.39| price||||||| name value = Illumina, Inc.|
800|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 15:43:37 GMT +0|||||April 30, 2015 at 08:58AM|||||||||||time|
801| stock rise| Colin||||||||| 0.56||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 30, 2015 at 11:59AM|Thu 30 Apr 2015 15:59:09 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 187.55| price||||||| name value = Illumina, Inc.|
802| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Thu 30 Apr 2015 16:47:44 GMT +0|||| http://ift.tt/Ja6u9Z| 62||||||||||| fahrenheit|
803|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 17:19:20 GMT +0|||||April 30, 2015 at 10:33AM|||||||||||time|
804|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 19:02:46 GMT +0|||||April 30, 2015 at 12:10PM|||||||||||time|
805| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 30, 2015 at 03:04PM|Thu 30 Apr 2015 19:04:58 GMT +0|||| http://ift.tt/Ja6u9Z|84|||59| low fahrenheit|69| current fahrenheit| Sunny| condition| 6| wind speed| high fahrenheit|
806|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 20:20:16 GMT +0|||||April 30, 2015 at 01:48PM|||||||||||time|
807|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 21:55:27 GMT +0|||||April 30, 2015 at 03:25PM|||||||||||time|
808|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 30 Apr 2015 23:45:00 GMT +0|||||April 30, 2015 at 05:01PM|||||||||||time|
809|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 01:24:51 GMT +0|||||April 30, 2015 at 06:38PM|||||||||||time|
810| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Fri 1 May 2015 03:11:28 GMT +0|||| http://ift.tt/Ja6u9Z| April 30, 2015 at 10:57PM||||||||||| time|
811| weather clear| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Fri 1 May 2015 06:37:08 GMT +0|||| http://ift.tt/Ja6u9Z| 66||| Fair| weather||||||| fahrenheit|
812| stock rise| Colin||||||||| 2.07||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| May 01, 2015 at 10:02AM|Fri 1 May 2015 14:02:32 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 188.14| price||||||| name value = Illumina, Inc.|
813|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 14:37:00 GMT +0|||||May 01, 2015 at 08:06AM|||||||||||time|
814| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Fri 1 May 2015 15:36:15 GMT +0|||| http://ift.tt/Ja6u9Z| 64||||||||||| fahrenheit|
815|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 16:24:40 GMT +0|||||May 01, 2015 at 09:39AM|||||||||||time|
816|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 17:59:07 GMT +0|||||May 01, 2015 at 11:16AM|||||||||||time|
817| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| May 01, 2015 at 03:02PM|Fri 1 May 2015 19:02:15 GMT +0|||| http://ift.tt/Ja6u9Z|71|||52| low fahrenheit|73| current fahrenheit| Sunny| condition| 9| wind speed| high fahrenheit|
818|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 19:34:03 GMT +0|||||May 01, 2015 at 12:53PM|||||||||||time|
819|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 21:10:48 GMT +0|||||May 01, 2015 at 02:31PM|||||||||||time|
820|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 1 May 2015 22:44:52 GMT +0|||||May 01, 2015 at 04:07PM|||||||||||time|
821|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 00:19:10 GMT +0|||||May 01, 2015 at 05:44PM|||||||||||time|
822| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sat 2 May 2015 02:57:24 GMT +0|||| http://ift.tt/Ja6u9Z| May 01, 2015 at 10:57PM||||||||||| time|
823|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 15:31:25 GMT +0|||||May 02, 2015 at 08:45AM|||||||||||time|
824|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 16:53:20 GMT +0|||||May 02, 2015 at 10:21AM|||||||||||time|
825|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 18:41:43 GMT +0|||||May 02, 2015 at 11:59AM|||||||||||time|
826| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| May 02, 2015 at 03:02PM|Sat 2 May 2015 19:02:09 GMT +0|||| http://ift.tt/Ja6u9Z|65|||50| low fahrenheit|60| current fahrenheit| Sunny| condition| 7| wind speed| high fahrenheit|
827| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sat 2 May 2015 20:00:41 GMT +0|||| http://ift.tt/Ja6u9Z| 64||||||||||| fahrenheit|
828|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 20:17:12 GMT +0|||||May 02, 2015 at 01:36PM|||||||||||time|
829|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 21:52:44 GMT +0|||||May 02, 2015 at 03:13PM|||||||||||time|
830|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 2 May 2015 23:27:20 GMT +0|||||May 02, 2015 at 04:49PM|||||||||||time|
831|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 3 May 2015 01:02:27 GMT +0|||||May 02, 2015 at 06:29PM|||||||||||time|
832| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 3 May 2015 03:08:05 GMT +0|||| http://ift.tt/Ja6u9Z| May 02, 2015 at 11:00PM||||||||||| time|
833|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:28 GMT +0|||||iSmartAlarm - Wireless Contact Sensors (2-Pack)|||$59.99|USD|||||||product name|
834|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:30 GMT +0|||||iSmartAlarm - iCamera KEEP Wireless High-Definition Security Camera - White|||$149.99|USD|||||||product name|
835|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:31 GMT +0|||||iSmartAlarm - Home Security System Plus Wireless Security System - White|||$199.99|USD|||||||product name|
836|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:33 GMT +0|||||iSmartAlarm - Wireless Motion Sensor|||$34.99|USD|||||||product name|
837|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:35 GMT +0|||||Ring - Wi-Fi Smart Video Doorbell - Antique Brass|||$199.99|USD|||||||product name|
838|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:37 GMT +0|||||Ring - Wi-Fi Smart Video Doorbell - Polished Brass|||$199.99|USD|||||||product name|
839|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:39 GMT +0|||||Ring - Wi-Fi Smart Video Doorbell - Satin Nickel|||$199.99|USD|||||||product name|
840|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Sun 3 May 2015 06:12:41 GMT +0|||||Ring - Wi-Fi Smart Video Doorbell - Venetian Bronze|||$199.99|USD|||||||product name|
841|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 3 May 2015 14:42:01 GMT +0|||||May 03, 2015 at 07:52AM|||||||||||time|
842|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 3 May 2015 16:12:50 GMT +0|||||May 03, 2015 at 09:27AM|||||||||||time|
843| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| May 03, 2015 at 03:01PM|Sun 3 May 2015 19:02:02 GMT +0|||| http://ift.tt/Ja6u9Z|61|||50| low fahrenheit|58| current fahrenheit| Mostly Sunny| condition| 3| wind speed| high fahrenheit|
844| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 3 May 2015 20:57:00 GMT +0|||| http://ift.tt/Ja6u9Z| 63||||||||||| fahrenheit|
845|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 3 May 2015 21:13:25 GMT +0|||||May 03, 2015 at 02:18PM|||||||||||time|
846|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 3 May 2015 22:33:20 GMT +0|||||May 03, 2015 at 03:55PM|||||||||||time|
847|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 4 May 2015 00:08:20 GMT +0|||||May 03, 2015 at 05:32PM|||||||||||time|
848| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Mon 4 May 2015 03:02:14 GMT +0|||| http://ift.tt/Ja6u9Z| May 03, 2015 at 11:00PM||||||||||| time|
849|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 4 May 2015 13:41:54 GMT +0|||||May 04, 2015 at 06:59AM|||||||||||time|
850| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| May 04, 2015 at 10:06AM|Mon 4 May 2015 14:07:04 GMT +0|||| http://ift.tt/1mQUBGM|| 1.48| percent change| 188.4| price||||||| name value = Illumina, Inc.|
851|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 4 May 2015 15:15:25 GMT +0|||||May 04, 2015 at 08:33AM|||||||||||time|
852|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 4 May 2015 16:51:42 GMT +0|||||May 04, 2015 at 10:09AM|||||||||||time|
853||||Windpark Monitor|http://example.org/monitors/windparkmonitor|software|||||||||||||http://128.32.78.37:8080/activities/e95e1dfca5524f8b99f442d5d6d9753c||||||||Maintenance Technician|http://example.org/maintainers/152||person||||||||||2015-05-04T00:31:50.871Z|||||||||||||||Mon 4 May 2015 17:16:46 GMT +0|||||||||||||||||invite
